Subject,Room,Section,Day,Start Time,End Time
Mathematics, Room BCE 501, Anthurium, Tuesday, 7:20 - 8:00
Science, Room BCE 501, Anthurium, Tuesday, 8:00 - 8:40
Recess, Room BCE 501, Anthurium, Tuesday, 8:40 - 9:20
AP, Room BCE 501, Anthurium, Tuesday, 9:20 - 9:50
Values Education, Room BCE 501, Anthurium, Tuesday, 9:50 - 10:30
TLE, Room BCE 501, Anthurium, Tuesday, 10:30 - 11:10
Mapeh, Room BCE 50, Anthurium, Tuesday, 11:10 - 11:50
ASYNC, Room BCE 501, Anthurium, Tuesday, 12:30 - 12:55
ASYNC, Room BCE 501, Anthurium, Tuesday, 12:55 - 1:20
Filipino,Room BCE 502,Buttercup,Tuesday,6:00,6:40
English,Room BCE 502,Buttercup,Tuesday,6:40,7:20
Mathematics,Room BCE 502,Buttercup,Tuesday,7:20,8:00
Science,Room BCE 502,Buttercup,Tuesday,8:00,8:40
Recess,Room BCE 502,Buttercup,Tuesday,8:40,9:20
AP,Room BCE 502,Buttercup,Tuesday,9:20,9:50
Values Education,Room BCE 502,Buttercup,Tuesday,9:50,10:30
TLE,Room BCE 502,Buttercup,Tuesday,10:30,11:10
Mapeh,Room BCE 502,Buttercup,Tuesday,11:10,11:50
ASYNC,Room BCE 502,Buttercup,Tuesday,12:30,12:55
ASYNC,Room BCE 502,Buttercup,Tuesday,12:55,1:20
Filipino,Room BCE 503,Carnation,Tuesday,6:00,6:40
English,Room BCE 503,Carnation,Tuesday,6:40,7:20
Mathematics,Room BCE 503,Carnation,Tuesday,7:20,8:00
Science,Room BCE 503,Carnation,Tuesday,8:00,8:40
Recess,Room BCE 503,Carnation,Tuesday,8:40,9:20
AP,Room BCE 503,Carnation,Tuesday,9:20,9:50
ValuesEducation,Room BCE 503,Carnation,Tuesday,9:50,10:30
TLE,Room BCE 503,Carnation,Tuesday,10:30,11:10
Mapeh,Room BCE 503,Carnation,Tuesday,11:10,11:50
ASYNC,Room BCE 503,Carnation,Tuesday,12:30,12:55
ASYNC,Room BCE 503,Carnation,Tuesday,12:55,1:20
Filipino,Room VPE III 501,Daffodil,Tuesday,6:00,6:40
English,Room VPE III 501,Daffodil,Tuesday,6:40,7:20
Mathematics,Room VPE III 501,Daffodil,Tuesday,7:20,8:00
Science,Room VPE III 501,Daffodil,Tuesday,8:00,8:40
Recess,Room VPE III 501,Daffodil,Tuesday,8:40,9:20
AP,Room VPE III 501,Daffodil,Tuesday,9:20,9:50
ValuesEducation,Room VPE III 501,Daffodil,Tuesday,9:50,10:30
TLE,Room VPE III 501,Daffodil,Tuesday,10:30,11:10
Mapeh,Room VPE III 501,Daffodil,Tuesday,11:10,11:50
ASYNC,Room VPE III 501,Daffodil,Tuesday,12:30,12:55
ASYNC,Room VPE III 501,Daffodil,Tuesday,12:55,1:20
Filipino,Room VPE III 502,Euphoria,Tuesday,6:00,6:40
English,Room VPE III 502,Euphoria,Tuesday,6:40,7:20
Mathematics,Room VPE III 502,Euphoria,Tuesday,7:20,8:00
Science,Room VPE III 502,Euphoria,Tuesday,8:00,8:40
Recess,Room VPE III 502,Euphoria,Tuesday,8:40,9:20
AP,Room VPE III 502,Euphoria,Tuesday,9:20,9:50
ValuesEducation,Room VPE III 502,Euphoria,Tuesday,9:50,10:30
TLE,Room VPE III 502,Euphoria,Tuesday,10:30,11:10
Mapeh,Room VPE III 502,Euphoria,Tuesday,11:10,11:50
ASYNC,Room VPE III 502,Euphoria,Tuesday,12:30,12:55
ASYNC,Room VPE III 502,Euphoria,Tuesday,12:55,1:20
Filipino,Room VPE III 503,Freesia,Tuesday,6:00,6:40
English,Room VPE III 503,Freesia,Tuesday,6:40,7:20
Mathematics,Room VPE III 503,Freesia,Tuesday,7:20,8:00
Science,Room VPE III 503,Freesia,Tuesday,8:00,8:40
Recess,Room VPE III 503,Freesia,Tuesday,8:40,9:20
AP,Room VPE III 503,Freesia,Tuesday,9:20,9:50
ValuesEducation,Room VPE III 503,Freesia,Tuesday,9:50,10:30
TLE,Room VPE III 503,Freesia,Tuesday,10:30,11:10
Mapeh,Room VPE III 503,Freesia,Tuesday,11:10,11:50
ASYNC,Room VPE III 503,Freesia,Tuesday,12:30,12:55
ASYNC,Room VPE III 503,Freesia,Tuesday,12:55,1:20
Filipino,Room VPE II 502,Gardenia,Tuesday,6:00,6:40
English,Room VPE II 502,Gardenia,Tuesday,6:40,7:20
Mathematics,Room VPE II 502,Gardenia,Tuesday,7:20,8:00
Science,Room VPE II 502,Gardenia,Tuesday,8:00,8:40
Recess,Room VPE II 502,Gardenia,Tuesday,8:40,9:20
AP,Room VPE II 502,Gardenia,Tuesday,9:20,9:50
ValuesEducation,Room VPE II 502,Gardenia,Tuesday,9:50,10:30
TLE,Room VPE II 502,Gardenia,Tuesday,10:30,11:10
Mapeh,Room VPE II 502,Gardenia,Tuesday,11:10,11:50
ASYNC,Room VPE II 502,Gardenia,Tuesday,12:30,12:55
ASYNC,Room VPE II 502,Gardenia,Tuesday,12:55,1:20
Filipino,Room BCE 401,Hibiscus,Tuesday,6:00,6:40
English,Room BCE 401,Hibiscus,Tuesday,6:40,7:20
Mathematics,Room BCE 401,Hibiscus,Tuesday,7:20,8:00
Science,Room BCE 401,Hibiscus,Tuesday,8:00,8:40
Recess,Room BCE 401,Hibiscus,Tuesday,8:40,9:20
AP,Room BCE 401,Hibiscus,Tuesday,9:20,9:50
ValuesEducation,Room BCE 401,Hibiscus,Tuesday,9:50,10:30
TLE,Room BCE 401,Hibiscus,Tuesday,10:30,11:10
Mapeh,Room BCE 401,Hibiscus,Tuesday,11:10,11:50
ASYNC,Room BCE 401,Hibiscus,Tuesday,12:30,12:55
ASYNC,Room BCE 401,Hibiscus,Tuesday,12:55,1:20
Filipino,Room BCE 402,Iris,Tuesday,6:00,6:40
English,Room BCE 402,Iris,Tuesday,6:40,7:20
Mathematics,Room BCE 402,Iris,Tuesday,7:20,8:00
Science,Room BCE 402,Iris,Tuesday,8:00,8:40
Recess,Room BCE 402,Iris,Tuesday,8:40,9:20
AP,Room BCE 402,Iris,Tuesday,9:20,9:50
ValuesEducation,Room BCE 402,Iris,Tuesday,9:50,10:30
TLE,Room BCE 402,Iris,Tuesday,10:30,11:10
Mapeh,Room BCE 402,Iris,Tuesday,11:10,11:50
ASYNC,Room BCE 402,Iris,Tuesday,12:30,12:55
ASYNC,Room BCE 402,Iris,Tuesday,12:55,1:20
Filipino,Room BCE 403,Jasmine,Tuesday,6:00,6:40
English,Room BCE 403,Jasmine,Tuesday,6:40,7:20
Mathematics,Room BCE 403,Jasmine,Tuesday,7:20,8:00
Science,Room BCE 403,Jasmine,Tuesday,8:00,8:40
Recess,Room BCE 403,Jasmine,Tuesday,8:40,9:20
AP,Room BCE 403,Jasmine,Tuesday,9:20,9:50
ValuesEducation,Room BCE 403,Jasmine,Tuesday,9:50,10:30
TLE,Room BCE 403,Jasmine,Tuesday,10:30,11:10
Mapeh,Room BCE 403,Jasmine,Tuesday,11:10,11:50
NMP,Room BCE 403,Jasmine,Tuesday,11:50,12:30
ASYNC,Room BCE 403,Jasmine,Tuesday,12:30,12:55
ASYNC,Room BCE 403,Jasmine,Tuesday,12:55,1:20
Filipino,Room VPE III 401,Kalmia,Tuesday,6:00,6:40
English,Room VPE III 401,Kalmia,Tuesday,6:40,7:20
Mathematics,Room VPE III 401,Kalmia,Tuesday,7:20,8:00
Science,Room VPE III 401,Kalmia,Tuesday,8:00,8:40
Recess,Room VPE III 401,Kalmia,Tuesday,8:40,9:20
AP,Room VPE III 401,Kalmia,Tuesday,9:20,9:50
ValuesEducation,Room VPE III 401,Kalmia,Tuesday,9:50,10:30
TLE,Room VPE III 401,Kalmia,Tuesday,10:30,11:10
Mapeh,Room VPE III 401,Kalmia,Tuesday,11:10,11:50
ASYNC,Room VPE III 401,Kalmia,Tuesday,12:30,12:55
ASYNC,Room VPE III 401,Kalmia,Tuesday,12:55,1:20
Filipino,Room VPE III 402,Lavender,Tuesday,6:00,6:40
English,Room VPE III 402,Lavender,Tuesday,6:40,7:20
Mathematics,Room VPE III 402,Lavender,Tuesday,7:20,8:00
Science,Room VPE III 402,Lavender,Tuesday,8:00,8:40
Recess,Room VPE III 402,Lavender,Tuesday,8:40,9:20
AP,Room VPE III 402,Lavender,Tuesday,9:20,9:50
ValuesEducation,Room VPE III 402,Lavender,Tuesday,9:50,10:30
TLE,Room VPE III 402,Lavender,Tuesday,10:30,11:10
Mapeh,Room VPE III 402,Lavender,Tuesday,11:10,11:50
ASYNC,Room VPE III 402,Lavender,Tuesday,12:30,12:55
ASYNC,Room VPE III 402,Lavender,Tuesday,12:55,1:20
Filipino,Room VPE III 403,Marigold,Tuesday,6:00,6:40
English,Room VPE III 403,Marigold,Tuesday,6:40,7:20
Mathematics,Room VPE III 403,Marigold,Tuesday,7:20,8:00
Science,Room VPE III 403,Marigold,Tuesday,8:00,8:40
Recess,Room VPE III 403,Marigold,Tuesday,8:40,9:20
AP,Room VPE III 403,Marigold,Tuesday,9:20,9:50
ValuesEducation,Room VPE III 403,Marigold,Tuesday,9:50,10:30
TLE,Room VPE III 403,Marigold,Tuesday,10:30,11:10
Mapeh,Room VPE III 403,Marigold,Tuesday,11:10,11:50
ASYNC,Room VPE III 403,Marigold,Tuesday,12:30,12:55
ASYNC,Room VPE III 403,Marigold,Tuesday,12:55,1:20
Filipino,Room BCE 301,Narcissus,Tuesday,6:00,6:40
English,Room BCE 301,Narcissus,Tuesday,6:40,7:20
Mathematics,Room BCE 301,Narcissus,Tuesday,7:20,8:00
Science,Room BCE 301,Narcissus,Tuesday,8:00,8:40
Recess,Room BCE 301,Narcissus,Tuesday,8:40,9:20
AP,Room BCE 301,Narcissus,Tuesday,9:20,9:50
ValuesEducation,Room BCE 301,Narcissus,Tuesday,9:50,10:30
TLE,Room BCE 301,Narcissus,Tuesday,10:30,11:10
Mapeh,Room BCE 301,Narcissus,Tuesday,11:10,11:50
ASYNC,Room BCE 301,Narcissus,Tuesday,12:30,12:55
ASYNC,Room BCE 301,Narcissus,Tuesday,12:55,1:20
Filipino,Room BCE 302,Orchid,Tuesday,6:00,6:40  
English,Room BCE 302,Orchid,Tuesday,6:40,7:20  
Mathematics,Room BCE 302,Orchid,Tuesday,7:20,8:00  
Science,Room BCE 302,Orchid,Tuesday,8:00,8:40  
Recess,Room BCE 302,Orchid,Tuesday,8:40,9:20  
AP,Room BCE 302,Orchid,Tuesday,9:20,9:50  
ValuesEducation,Room BCE 302,Orchid,Tuesday,9:50,10:30  
TLE,Room BCE 302,Orchid,Tuesday,10:30,11:10  
Mapeh,Room BCE 302,Orchid,Tuesday,11:10,11:50  
ASYNC,Room BCE 302,Orchid,Tuesday,12:30,12:55  
ASYNC,Room BCE 302,Orchid,Tuesday,12:55,1:20
NMP,Room BCE 302,Orchid,Tuesday,11:50,12:30
Filipino,Room BCE 303,Periwinkle,Tuesday,6:00,6:40
English,Room BCE 303,Periwinkle,Tuesday,6:40,7:20
Mathematics,Room BCE 303,Periwinkle,Tuesday,7:20,8:00
Science,Room BCE 303,Periwinkle,Tuesday,8:00,8:40
Recess,Room BCE 303,Periwinkle,Tuesday,8:40,9:20
AP,Room BCE 303,Periwinkle,Tuesday,9:20,9:50
ValuesEducation,Room BCE 303,Periwinkle,Tuesday,9:50,10:30
TLE,Room BCE 303,Periwinkle,Tuesday,10:30,11:10
Mapeh,Room BCE 303,Periwinkle,Tuesday,11:10,11:50
ASYNC,Room BCE 303,Periwinkle,Tuesday,12:30,12:55
ASYNC,Room BCE 303,Periwinkle,Tuesday,12:55,1:20
Filipino,Room DEPED 101,Quesnelia,Tuesday,6:00,6:40
English,Room DEPED 101,Quesnelia,Tuesday,6:40,7:20
Mathematics,Room DEPED 101,Quesnelia,Tuesday,7:20,8:00
Science,Room DEPED 101,Quesnelia,Tuesday,8:00,8:40
Recess,Room DEPED 101,Quesnelia,Tuesday,8:40,9:20
AP,Room DEPED 101,Quesnelia,Tuesday,9:20,9:50
ValuesEducation,Room DEPED 101,Quesnelia,Tuesday,9:50,10:30
TLE,Room DEPED 101,Quesnelia,Tuesday,10:30,11:10
Mapeh,Room DEPED 101,Quesnelia,Tuesday,11:10,11:50
ASYNC,Room DEPED 101,Quesnelia,Tuesday,12:30,12:55
ASYNC,Room DEPED 101,Quesnelia,Tuesday,12:55,1:20
Filipino,Room VPE I 302,Rose,Tuesday,6:00,6:40
English,Room VPE I 302,Rose,Tuesday,6:40,7:20
Mathematics,Room VPE I 302,Rose,Tuesday,7:20,8:00
Science,Room VPE I 302,Rose,Tuesday,8:00,8:40
Recess,Room VPE I 302,Rose,Tuesday,8:40,9:20
AP,Room VPE I 302,Rose,Tuesday,9:20,9:50
ValuesEducation,Room VPE I 302,Rose,Tuesday,9:50,10:30
TLE,Room VPE I 302,Rose,Tuesday,10:30,11:10
Mapeh,Room VPE I 302,Rose,Tuesday,11:10,11:50
ASYNC,Room VPE I 302,Rose,Tuesday,12:30,12:55
ASYNC,Room VPE I 302,Rose,Tuesday,12:55,1:20
NMP,Room VPE I 302,Rose,Tuesday,11:50,12:30
Filipino,Room BCE 501,Amiable,Tuesday,12:50,1:30
English,Room BCE 501,Amiable,Tuesday,1:30,2:10
Mathematics,Room BCE 501,Amiable,Tuesday,2:10,2:50
Science,Room BCE 501,Amiable,Tuesday,2:50,3:30
Recess,Room BCE 501,Amiable,Tuesday,3:30,4:00
AP,Room BCE 501,Amiable,Tuesday,4:00,4:40
ValuesEducation,Room BCE 501,Amiable,Tuesday,4:40,5:20
TLE,Room BCE 501,Amiable,Tuesday,5:20,6:00
Mapeh,Room BCE 501,Amiable,Tuesday,6:00,6:40
NMP,Room BCE 501,Amiable,Tuesday,6:40,7:20
ASYNC,Room BCE 501,Amiable,Tuesday,7:20,7:45
ASYNC,Room BCE 501,Amiable,Tuesday,7:45,8:10
Filipino,Room BCE 502,Brilliance,Tuesday,12:50,1:30
English,Room BCE 502,Brilliance,Tuesday,1:30,2:10
Mathematics,Room BCE 502,Brilliance,Tuesday,2:10,2:50
Science,Room BCE 502,Brilliance,Tuesday,2:50,3:30
Recess,Room BCE 502,Brilliance,Tuesday,3:30,4:00
AP,Room BCE 502,Brilliance,Tuesday,4:00,4:40
ValuesEducation,Room BCE 502,Brilliance,Tuesday,4:40,5:20
TLE,Room BCE 502,Brilliance,Tuesday,5:20,6:00
Mapeh,Room BCE 502,Brilliance,Tuesday,6:00,6:40
ASYNC,Room BCE 502,Brilliance,Tuesday,7:20,7:45
ASYNC,Room BCE 502,Brilliance,Tuesday,7:45,8:10
Filipino,Room BCE 503,Cheerful,Tuesday,12:50,1:30
English,Room BCE 503,Cheerful,Tuesday,1:30,2:10
Mathematics,Room BCE 503,Cheerful,Tuesday,2:10,2:50
Science,Room BCE 503,Cheerful,Tuesday,2:50,3:30
Recess,Room BCE 503,Cheerful,Tuesday,3:30,4:00
AP,Room BCE 503,Cheerful,Tuesday,4:00,4:40
ValuesEducation,Room BCE 503,Cheerful,Tuesday,4:40,5:20
TLE,Room BCE 503,Cheerful,Tuesday,5:20,6:00
Mapeh,Room BCE 503,Cheerful,Tuesday,6:00,6:40
ASYNC,Room BCE 503,Cheerful,Tuesday,7:20,7:45
ASYNC,Room BCE 503,Cheerful,Tuesday,7:45,8:10
Filipino,Room VPE III 501,Diligence,Tuesday,12:50,1:30
English,Room VPE III 501,Diligence,Tuesday,1:30,2:10
Mathematics,Room VPE III 501,Diligence,Tuesday,2:10,2:50
Science,Room VPE III 501,Diligence,Tuesday,2:50,3:30
Recess,Room VPE III 501,Diligence,Tuesday,3:30,4:00
AP,Room VPE III 501,Diligence,Tuesday,4:00,4:40
ValuesEducation,Room VPE III 501,Diligence,Tuesday,4:40,5:20
TLE,Room VPE III 501,Diligence,Tuesday,5:20,6:00
Mapeh,Room VPE III 501,Diligence,Tuesday,6:00,6:40
ASYNC,Room VPE III 501,Diligence,Tuesday,7:20,7:45
ASYNC,Room VPE III 501,Diligence,Tuesday,7:45,8:10
Filipino,Room VPE III 502,Excellence,Tuesday,12:50,1:30
English,Room VPE III 502,Excellence,Tuesday,1:30,2:10
Mathematics,Room VPE III 502,Excellence,Tuesday,2:10,2:50
Science,Room VPE III 502,Excellence,Tuesday,2:50,3:30
Recess,Room VPE III 502,Excellence,Tuesday,3:30,4:00
AP,Room VPE III 502,Excellence,Tuesday,4:00,4:40
ValuesEducation,Room VPE III 502,Excellence,Tuesday,4:40,5:20
TLE,Room VPE III 502,Excellence,Tuesday,5:20,6:00
Mapeh,Room VPE III 502,Excellence,Tuesday,6:00,6:40
ASYNC,Room VPE III 502,Excellence,Tuesday,7:20,7:45
ASYNC,Room VPE III 502,Excellence,Tuesday,7:45,8:10
HGP,Room VPE III 502,Excellence,Tuesday,6:40,7:20
Filipino,Room VPE III 503,Fortitude,Tuesday,12:50,1:30
English,Room VPE III 503,Fortitude,Tuesday,1:30,2:10
Mathematics,Room VPE III 503,Fortitude,Tuesday,2:10,2:50
Science,Room VPE III 503,Fortitude,Tuesday,2:50,3:30
Recess,Room VPE III 503,Fortitude,Tuesday,3:30,4:00
AP,Room VPE III 503,Fortitude,Tuesday,4:00,4:40
ValuesEducation,Room VPE III 503,Fortitude,Tuesday,4:40,5:20
TLE,Room VPE III 503,Fortitude,Tuesday,5:20,6:00
Mapeh,Room VPE III 503,Fortitude,Tuesday,6:00,6:40
ASYNC,Room VPE III 503,Fortitude,Tuesday,7:20,7:45
ASYNC,Room VPE III 503,Fortitude,Tuesday,7:45,8:10
NMP,Room VPE III 503,Fortitude,Tuesday,6:40,7:20
Filipino,Room BCE 401,Generous,Tuesday,12:50,1:30
English,Room BCE 401,Generous,Tuesday,1:30,2:10
Mathematics,Room BCE 401,Generous,Tuesday,2:10,2:50
Science,Room BCE 401,Generous,Tuesday,2:50,3:30
Recess,Room BCE 401,Generous,Tuesday,3:30,4:00
AP,Room BCE 401,Generous,Tuesday,4:00,4:40
ValuesEducation,Room BCE 401,Generous,Tuesday,4:40,5:20
TLE,Room BCE 401,Generous,Tuesday,5:20,6:00
Mapeh,Room BCE 401,Generous,Tuesday,6:00,6:40
ASYNC,Room BCE 401,Generous,Tuesday,7:20,7:45
ASYNC,Room BCE 401,Generous,Tuesday,7:45,8:10
NMP,Room BCE 401,Generous,Tuesday,6:40,7:20
Filipino,Room BCE 402,Humility,Tuesday,12:50,1:30
English,Room BCE 402,Humility,Tuesday,1:30,2:10
Mathematics,Room BCE 402,Humility,Tuesday,2:10,2:50
Science,Room BCE 402,Humility,Tuesday,2:50,3:30
Recess,Room BCE 402,Humility,Tuesday,3:30,4:00
AP,Room BCE 402,Humility,Tuesday,4:00,4:40
ValuesEducation,Room BCE 402,Humility,Tuesday,4:40,5:20
TLE,Room BCE 402,Humility,Tuesday,5:20,6:00
Mapeh,Room BCE 402,Humility,Tuesday,6:00,6:40
ASYNC,Room BCE 402,Humility,Tuesday,7:20,7:45
ASYNC,Room BCE 402,Humility,Tuesday,7:45,8:10
Filipino,Room VPE III 401,Joyful,Tuesday,12:50,1:30
English,Room VPE III 401,Joyful,Tuesday,1:30,2:10
Mathematics,Room VPE III 401,Joyful,Tuesday,2:10,2:50
Science,Room VPE III 401,Joyful,Tuesday,2:50,3:30
Recess,Room VPE III 401,Joyful,Tuesday,3:30,4:00
AP,Room VPE III 401,Joyful,Tuesday,4:00,4:40
ValuesEducation,Room VPE III 401,Joyful,Tuesday,4:40,5:20
TLE,Room VPE III 401,Joyful,Tuesday,5:20,6:00
Mapeh,Room VPE III 401,Joyful,Tuesday,6:00,6:40
ASYNC,Room VPE III 401,Joyful,Tuesday,7:20,7:45
ASYNC,Room VPE III 401,Joyful,Tuesday,7:45,8:10
Filipino,Room VPE III 402,Kindness,Tuesday,12:50,1:30
English,Room VPE III 402,Kindness,Tuesday,1:30,2:10
Mathematics,Room VPE III 402,Kindness,Tuesday,2:10,2:50
Science,Room VPE III 402,Kindness,Tuesday,2:50,3:30
Recess,Room VPE III 402,Kindness,Tuesday,3:30,4:00
AP,Room VPE III 402,Kindness,Tuesday,4:00,4:40
ValuesEducation,Room VPE III 402,Kindness,Tuesday,4:40,5:20
TLE,Room VPE III 402,Kindness,Tuesday,5:20,6:00
Mapeh,Room VPE III 402,Kindness,Tuesday,6:00,6:40
ASYNC,Room VPE III 402,Kindness,Tuesday,7:20,7:45
ASYNC,Room VPE III 402,Kindness,Tuesday,7:45,8:10
Filipino,Room VPE III 403,Lovable,Tuesday,12:50,1:30
English,Room VPE III 403,Lovable,Tuesday,1:30,2:10
Mathematics,Room VPE III 403,Lovable,Tuesday,2:10,2:50
Science,Room VPE III 403,Lovable,Tuesday,2:50,3:30
Recess,Room VPE III 403,Lovable,Tuesday,3:30,4:00
AP,Room VPE III 403,Lovable,Tuesday,4:00,4:40
ValuesEducation,Room VPE III 403,Lovable,Tuesday,4:40,5:20
TLE,Room VPE III 403,Lovable,Tuesday,5:20,6:00
Mapeh,Room VPE III 403,Lovable,Tuesday,6:00,6:40
ASYNC,Room VPE III 403,Lovable,Tuesday,7:20,7:45
ASYNC,Room VPE III 403,Lovable,Tuesday,7:45,8:10
Filipino,Room BCE 301,Magnificent,Tuesday,12:50,1:30
English,Room BCE 301,Magnificent,Tuesday,1:30,2:10
Mathematics,Room BCE 301,Magnificent,Tuesday,2:10,2:50
Science,Room BCE 301,Magnificent,Tuesday,2:50,3:30
Recess,Room BCE 301,Magnificent,Tuesday,3:30,4:00
AP,Room BCE 301,Magnificent,Tuesday,4:00,4:40
ValuesEducation,Room BCE 301,Magnificent,Tuesday,4:40,5:20
TLE,Room BCE 301,Magnificent,Tuesday,5:20,6:00
Mapeh,Room BCE 301,Magnificent,Tuesday,6:00,6:40
ASYNC,Room BCE 301,Magnificent,Tuesday,7:20,7:45
ASYNC,Room BCE 301,Magnificent,Tuesday,7:45,8:10
Filipino,Room BCE 302,Noble,Tuesday,12:50,1:30
English,Room BCE 302,Noble,Tuesday,1:30,2:10
Mathematics,Room BCE 302,Noble,Tuesday,2:10,2:50
Science,Room BCE 302,Noble,Tuesday,2:50,3:30
Recess,Room BCE 302,Noble,Tuesday,3:30,4:00
AP,Room BCE 302,Noble,Tuesday,4:00,4:40
ValuesEducation,Room BCE 302,Noble,Tuesday,4:40,5:20
TLE,Room BCE 302,Noble,Tuesday,5:20,6:00
Mapeh,Room BCE 302,Noble,Tuesday,6:00,6:40
ASYNC,Room BCE 302,Noble,Tuesday,7:20,7:45
ASYNC,Room BCE 302,Noble,Tuesday,7:45,8:10
Mapeh,Room 4F SPED BLDG,Piety,Tuesday,6:00,6:40
ValuesEducation,Room 4F SPED BLDG,Piety,Tuesday,6:40,7:20
TLE,Room 4F SPED BLDG,Piety,Tuesday,7:20,8:00
Mathematics,Room 4F SPED BLDG,Piety,Tuesday,8:00,8:40
Recess,Room 4F SPED BLDG,Piety,Tuesday,8:40,9:10
Filipino,Room 4F SPED BLDG,Piety,Tuesday,9:10,9:50
English,Room 4F SPED BLDG,Piety,Thursday,9:50,10:30
AP,Room 4F SPED BLDG,Piety,Tuesday,10:30,11:10
Science,Room 4F SPED BLDG,Piety,Tuesday,11:10,11:50
HGP,Room 4F SPED BLDG,Piety,Tuesday,11:50,12:30
ASYNC,Room 4F SPED BLDG,Piety,Tuesday,12:30,12:55
ASYNC,Room 4F SPED BLDG,Piety,Tuesday,12:55,1:20
Mapeh,Room VPE I 302,Righteous,Tuesday,6:00,6:40
ValuesEducation,Room VPE I 302,Righteous,Tuesday,6:40,7:20
TLE,Room VPE I 302,Righteous,Tuesday,7:20,8:00
Mathematics,Room VPE I 302,Righteous,Tuesday,8:00,8:40
Recess,Room VPE I 302,Righteous,Tuesday,8:40,9:10
Filipino,Room VPE I 302,Righteous,Tuesday,9:10,9:50
English,Room VPE I 302,Righteous,Thursday,9:50,10:30
AP,Room VPE I 302,Righteous,Tuesday,10:30,11:10
Science,Room VPE I 302,Righteous,Tuesday,11:10,11:50
ASYNC,Room VPE I 302,Righteous,Tuesday,12:30,12:55
ASYNC,Room VPE I 302,Righteous,Tuesday,12:55,1:20
TLE,Room 401,Aurora,Tuesday,12:50,1:30
Mapeh,Room 401,Aurora,Tuesday,1:30,2:10
ValuesEducation,Room 401,Aurora,Tuesday,2:10,2:50
AP,Room 401,Aurora,Tuesday,2:50,3:30
Science,Room 401,Aurora,Tuesday,3:30,4:00
Recess,Room 401,Aurora,Tuesday,4:00,4:40
Mathematics,Room 401,Aurora,Tuesday,4:40,5:20
English,Room 401,Aurora,Tuesday,5:20,6:00
Filipino,Room 401,Aurora,Tuesday,6:00,6:40
ASYNC,Room 401,Aurora,Tuesday,7:20,7:45
ASYNC,Room 401,Aurora,Tuesday,7:45,8:10
TLE,Room 402,Batanes,Tuesday,12:50,1:30
Mapeh,Room 402,Batanes,Tuesday,1:30,2:10
ValuesEducation,Room 402,Batanes,Tuesday,2:10,2:50
AP,Room 402,Batanes,Tuesday,2:50,3:30
Science,Room 402,Batanes,Tuesday,3:30,4:00
Recess,Room 402,Batanes,Tuesday,4:00,4:40
Mathematics,Room 402,Batanes,Tuesday,4:40,5:20
English,Room 402,Batanes,Tuesday,5:20,6:00
Filipino,Room 402,Batanes,Tuesday,6:00,6:40
ASYNC,Room 402,Batanes,Tuesday,7:20,7:45
ASYNC,Room 402,Batanes,Tuesday,7:45,8:10
TLE,Room 403,Camiguin,Tuesday,12:50,1:30
Mapeh,Room 403,Camiguin,Tuesday,1:30,2:10
ValuesEducation,Room 403,Camiguin,Tuesday,2:10,2:50
AP,Room 403,Camiguin,Tuesday,2:50,3:30
Science,Room 403,Camiguin,Tuesday,3:30,4:00
Recess,Room 403,Camiguin,Tuesday,4:00,4:40
Mathematics,Room 403,Camiguin,Tuesday,4:40,5:20
English,Room 403,Camiguin,Tuesday,5:20,6:00
Filipino,Room 403,Camiguin,Tuesday,6:00,6:40
ASYNC,Room 403,Camiguin,Tuesday,7:20,7:45
ASYNC,Room 403,Camiguin,Tuesday,7:45,8:10
TLE,Room 301,Cebu,Tuesday,12:50,1:30
Mapeh,Room 301,Cebu,Tuesday,1:30,2:10
ValuesEducation,Room 301,Cebu,Tuesday,2:10,2:50
AP,Room 301,Cebu,Tuesday,2:50,3:30
Science,Room 301,Cebu,Tuesday,3:30,4:00
Recess,Room 301,Cebu,Tuesday,4:00,4:40
Mathematics,Room 301,Cebu,Tuesday,4:40,5:20
English,Room 301,Cebu,Tuesday,5:20,6:00
Filipino,Room 301,Cebu,Tuesday,6:00,6:40
ASYNC,Room 301,Cebu,Tuesday,7:20,7:45
ASYNC,Room 301,Cebu,Tuesday,7:45,8:10
TLE,Room 302,Davao,Tuesday,12:50,1:30
Mapeh,Room 302,Davao,Tuesday,1:30,2:10
ValuesEducation,Room 302,Davao,Tuesday,2:10,2:50
AP,Room 302,Davao,Tuesday,2:50,3:30
Science,Room 302,Davao,Tuesday,3:30,4:00
Recess,Room 302,Davao,Tuesday,4:00,4:40
Mathematics,Room 302,Davao,Tuesday,4:40,5:20
English,Room 302,Davao,Tuesday,5:20,6:00
Filipino,Room 302,Davao,Tuesday,6:00,6:40
ASYNC,Room 302,Davao,Tuesday,7:20,7:45
ASYNC,Room 302,Davao,Tuesday,7:45,8:10
TLE,Room 303,Gen. Santos,Tuesday,12:50,1:30
Mapeh,Room 303,Gen. Santos,Tuesday,1:30,2:10
ValuesEducation,Room 303,Gen. Santos,Tuesday,2:10,2:50
AP,Room 303,Gen. Santos,Tuesday,2:50,3:30
Science,Room 303,Gen. Santos,Tuesday,3:30,4:00
Recess,Room 303,Gen. Santos,Tuesday,4:00,4:40
Mathematics,Room 303,Gen. Santos,Tuesday,4:40,5:20
English,Room 303,Gen. Santos,Tuesday,5:20,6:00
